Company,TypeName,Inches,OpSys,Weight,Price,width,height,CpuClockSpeed,Memory_space,Gpu_brand,Gpu_model,Cpu_brand,Cpu_series,Cpu_model_number
Dell,2 in 1 Convertible,13.3,Windows 10,1.62,68145.12,1920,1080,1.8,512.0,Intel,620.0,Intel,Core i7,8550U
Dell,Notebook,15.6,Linux,2.2,36089.208,1920,1080,1.6,256.0,AMD,520.0,Intel,Core i5,8250U
Lenovo,2 in 1 Convertible,14.0,Windows 10,1.74,47898.72,1920,1080,1.6,256.0,Intel,620.0,Intel,Core i5,8250U
Toshiba,Ultrabook,13.3,Windows 10,1.2,72620.64,1920,1080,2.5,256.0,Intel,520.0,Intel,Core i7,6500U
HP,Notebook,15.6,Windows 10,2.1,42304.32,1920,1080,1.6,1.0,Intel,620.0,Intel,Core i5,8250U
Dell,Gaming,17.3,Windows 10,4.42,130873.7952,1920,1080,2.8,256.0,Nvidia,1060.0,Intel,Core i7,7700H
Acer,Notebook,15.6,Windows 10,2.2,44328.96,1920,1080,2.7,256.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
Dell,Notebook,15.6,Windows 10,2.3,45768.0528,1920,1080,2.7,1.0,AMD,445.0,Intel,Core i7,7500U
Asus,Notebook,15.6,Windows 10,2.0,40972.32,1920,1080,2.5,256.0,Nvidia,650.8931297709923,Intel,Core i5,7200U
Asus,Notebook,17.3,Windows 10,2.69,47472.48,1920,1080,2.5,256.0,Nvidia,650.8931297709923,Intel,Core i5,7200U
HP,Notebook,15.6,Windows 10,1.9,67612.32,1920,1080,2.7,1.0,AMD,650.8931297709923,Intel,Core i7,7500U
Asus,Notebook,15.6,Windows 10,2.37,21258.1872,1366,768,2.4,1.0,Intel,620.0,Intel,Core i3,7100U
HP,Notebook,15.6,Windows 10,2.1,17582.4,1366,768,1.5,500.0,AMD,2.0,AMD,unknown,9000
Lenovo,Gaming,15.6,Windows 10,3.2,79866.72,1920,1080,2.8,256.0,Nvidia,1060.0,Intel,Core i7,7700H
Dell,Notebook,14.0,Windows 10,1.6,45767.52,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Acer,2 in 1 Convertible,13.3,Windows 10,1.6,36709.92,1920,1080,2.3,256.0,Intel,520.0,Intel,Core i5,6200U
Dell,Notebook,15.6,Linux,2.36,47898.72,1920,1080,2.7,256.0,AMD,445.0,Intel,Core i7,7500U
Acer,Notebook,15.6,Linux,2.1,20779.2,1366,768,2.0,1.0,Intel,520.0,Intel,Core i3,6006U
Asus,Notebook,15.6,Windows 10,2.2,30636.0,1920,1080,2.5,128.0,AMD,430.0,AMD,unknown,9620P
Asus,Gaming,17.3,Windows 10,4.7,207259.2,1920,1080,2.9,512.0,Nvidia,1080.0,Intel,Core i7,7820H
Acer,Gaming,15.6,Windows 10,2.5,45074.88,1920,1080,2.5,256.0,Nvidia,1050.0,Intel,Core i5,7300H
Lenovo,Notebook,15.6,Windows 10,7.2,31381.92,1366,768,2.0,128.0,Intel,520.0,Intel,Core i3,6006U
Asus,Notebook,17.3,Windows 10,2.1,61005.6,1920,1080,1.8,128.0,Nvidia,650.8931297709923,Intel,Core i7,8550U
Asus,Notebook,17.3,No OS,2.69,47365.92,1920,1080,2.7,128.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
Dell,Gaming,15.6,Windows 10,2.56,46833.12,1920,1080,2.5,256.0,Nvidia,1050.0,Intel,Core i5,7300H
Lenovo,2 in 1 Convertible,13.9,Windows 10,1.38,57489.12,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Dell,Notebook,15.6,Windows 10,2.2,52480.8,1920,1080,1.8,128.0,AMD,530.0,Intel,Core i7,8550U
HP,Notebook,15.6,Windows 10,2.04,29783.52,1366,768,2.5,1.0,Intel,620.0,Intel,Core i5,7200U
Asus,Gaming,17.3,Windows 10,3.6,159786.72,1920,1080,2.9,256.0,Nvidia,1080.0,Intel,Core i7,7820H
HP,Notebook,13.3,Windows 10,1.49,35964.0,1920,1080,1.6,500.0,Intel,620.0,Intel,Core i5,8250U
Apple,Ultrabook,13.3,macOS,1.37,108691.2,2560,1600,3.1,512.0,Intel,650.0,Intel,Core i5,7200U
Dell,2 in 1 Convertible,15.6,Windows 10,2.08,43636.32,1920,1080,1.8,1.0,Intel,620.0,Intel,Core i7,8550U
Asus,Gaming,17.3,Windows 10,4.3,95850.72,1920,1080,2.8,256.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Asus,Notebook,15.6,Windows 10,1.68,24988.32,1366,768,3.0,1.0,AMD,420.0,AMD,A9-Series,9420
Lenovo,2 in 1 Convertible,13.9,Windows 10,1.37,98514.72,1920,1080,1.8,512.0,Intel,620.0,Intel,Core i7,8550U
Acer,Notebook,17.3,Windows 10,3.0,37402.56,1920,1080,2.7,256.0,Nvidia,130.0,Intel,Core i3,7130U
Dell,Ultrabook,13.3,Windows 10,1.41,50562.72,1920,1080,1.6,256.0,Intel,620.0,Intel,Core i5,8250U
HP,Notebook,15.6,Windows 10,1.91,23757.552,1366,768,2.5,128.0,AMD,650.8931297709923,AMD,A6-Series,9220
HP,Notebook,17.3,Windows 10,2.9,56423.52,1920,1080,1.8,1.0,Nvidia,150.0,Intel,Core i7,8550U
MSI,Gaming,17.3,Windows 10,4.14,133146.72,1920,1080,2.8,512.0,Nvidia,1070.0,Intel,Core i7,7700H
Lenovo,2 in 1 Convertible,15.6,Windows 10,2.0,90522.72,1920,1080,2.8,512.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Dell,Notebook,17.3,Windows 10,2.8,60845.76,1920,1080,1.8,128.0,AMD,530.0,Intel,Core i7,8550U
Lenovo,Notebook,15.6,No OS,2.2,23656.32,1920,1080,2.0,256.0,Intel,520.0,Intel,Core i3,6006U
HP,Notebook,15.6,Windows 10,2.1,38468.16,1920,1080,1.6,500.0,Intel,620.0,Intel,Core i5,8250U
Dell,Notebook,15.6,Windows 10,2.18,35004.96,1920,1080,2.5,1.0,Intel,620.0,Intel,Core i5,7200U
Dell,Notebook,15.6,Windows 10,2.24,30103.2,1920,1080,2.5,1.0,AMD,430.0,Intel,Core i5,7200U
Dell,2 in 1 Convertible,15.6,Windows 10,2.67,42570.72,1920,1080,1.6,256.0,Intel,620.0,Intel,Core i5,8250U
Asus,2 in 1 Convertible,13.3,Windows 10,4.1,79866.72,1920,1080,1.8,512.0,Intel,620.0,Intel,Core i7,8550U
HP,Notebook,17.3,Windows 10,2.5,54239.04,1920,1080,1.8,1.0,Nvidia,650.8931297709923,Intel,Core i7,8550U
Lenovo,Notebook,15.6,Windows 10,2.05,46886.4,1920,1080,1.8,256.0,Intel,620.0,Intel,Core i7,8550U
Apple,Ultrabook,13.3,macOS,1.37,104370.192,2560,1600,2.9,512.0,Intel,550.0,Intel,Core i5,7200U
Asus,Gaming,17.3,Windows 10,3.2,82530.72,1920,1080,3.0,256.0,AMD,580.0,AMD,Ryzen 1,1700
Dell,Notebook,15.6,Linux,2.14,39164.5296,1920,1080,1.8,256.0,AMD,520.0,Intel,Core i7,8550U
Lenovo,2 in 1 Convertible,14.0,Windows 10,1.36,133146.72,2560,1440,2.6,512.0,Intel,520.0,Intel,Core i7,6600U
Toshiba,Notebook,15.6,Windows 10,2.2,43263.36,1366,768,2.5,500.0,Nvidia,650.8931297709923,Intel,Core i7,6500U
Dell,Notebook,15.6,Windows 10,2.3,37992.3696,1366,768,2.7,1.0,Intel,620.0,Intel,Core i7,7500U
Dell,Notebook,17.3,Linux,2.8,58554.72,1920,1080,1.8,128.0,AMD,530.0,Intel,Core i7,8550U
Acer,Notebook,15.6,Windows 10,2.2,39693.6,1920,1080,1.8,1.0,Nvidia,130.0,Intel,Core i7,8550U
Lenovo,Notebook,17.3,Windows 10,2.8,26053.92,1600,900,2.0,1.0,Intel,520.0,Intel,Core i3,6006U
Lenovo,Notebook,17.3,No OS,2.8,45234.72,1920,1080,1.8,2.0,Nvidia,150.0,Intel,Core i7,8550U
Lenovo,Notebook,17.3,Windows 10,2.8,45767.52,1600,900,2.7,128.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
Dell,Notebook,15.6,Linux,2.25,22803.84,1920,1080,2.0,1.0,AMD,430.0,Intel,Core i3,6006U
Lenovo,Gaming,15.6,Windows 10,2.5,44169.12,1920,1080,2.5,256.0,Nvidia,1050.0,Intel,Core i5,7300H
Lenovo,Notebook,15.6,Windows 10,2.2,30849.12,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Acer,Notebook,15.6,Windows 10,3.0,50669.28,1920,1080,1.8,256.0,Nvidia,150.0,Intel,Core i7,8550U
Acer,Notebook,15.6,Windows 10,2.15,35111.52,1920,1080,2.7,1.0,Intel,620.0,Intel,Core i7,7500U
Lenovo,Notebook,15.6,Windows 10,1.95,58448.16,1920,1080,2.7,256.0,Intel,630.0,Intel,Core i7,7500U
Asus,Ultrabook,15.6,Windows 10,1.7,52054.56,1920,1080,2.5,256.0,Nvidia,650.8931297709923,Intel,Core i5,7200U
Lenovo,Gaming,15.6,Windows 10,2.5,62817.12,1920,1080,2.8,256.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Lenovo,Notebook,15.6,No OS,2.2,35112.0528,1920,1080,2.7,1.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
Acer,Notebook,15.6,Chrome OS,2.19,10602.72,1366,768,1.5,16.0,Intel,650.8931297709923,Intel,Celeron,3205U
Asus,Gaming,17.3,Windows 10,3.0,63243.36,1920,1080,2.8,1.0,Nvidia,1050.0,Intel,Core i7,7700H
HP,Notebook,17.3,Windows 10,2.54,26053.92,1600,900,2.0,1.0,Intel,520.0,Intel,Core i3,6006U
Dell,Notebook,15.6,Windows 10,2.0,97449.12,1920,1080,2.8,256.0,Nvidia,1050.0,Intel,Core i7,7700H
Lenovo,Notebook,15.6,Windows 10,2.05,39373.92,1920,1080,1.6,256.0,Intel,620.0,Intel,Core i5,8250U
Lenovo,Gaming,15.6,Windows 10,3.2,69210.72,1920,1080,2.8,1.0,Nvidia,1060.0,Intel,Core i7,7700H
Acer,Notebook,15.6,Linux,2.5,52161.12,1920,1080,2.8,256.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Dell,Workstation,17.3,Windows 10,3.42,153705.3408,1920,1080,2.9,256.0,Nvidia,1200.0,Intel,Core i7,7820H
Lenovo,Notebook,15.6,Windows 10,2.4,26586.72,1920,1080,2.4,1.0,AMD,430.0,AMD,unknown,9600P
Asus,Ultrabook,15.6,Windows 10,1.63,78215.04,1920,1080,2.7,512.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
Asus,Notebook,14.0,Windows 10,1.3,27119.52,1366,768,2.4,128.0,Intel,620.0,Intel,Core i3,7100U
Asus,Gaming,17.3,Windows 10,2.9,113060.16,1920,1080,2.8,256.0,Nvidia,1070.0,Intel,Core i7,7700H
Lenovo,Notebook,17.3,Windows 10,5.8,34578.72,1600,900,2.5,1.0,Nvidia,650.8931297709923,Intel,Core i5,7200U
Lenovo,Notebook,15.6,No OS,2.2,29250.72,1366,768,2.5,2.0,Nvidia,650.8931297709923,Intel,Core i5,7200U
Asus,Gaming,15.6,Windows 10,2.5,67399.2,1920,1080,2.8,128.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Lenovo,Notebook,15.6,No OS,2.2,19180.2672,1366,768,1.1,1.0,Intel,505.0,Intel,Pentium,4200
HP,2 in 1 Convertible,13.3,Windows 10,1.28,105228.0,1920,1080,2.8,256.0,Intel,620.0,Intel,Core i7,7600U
Toshiba,Notebook,15.6,Windows 10,2.2,55571.04,1920,1080,2.5,256.0,Nvidia,650.8931297709923,Intel,Core i7,6500U
Lenovo,Notebook,15.6,Windows 10,2.3,43636.32,1920,1080,2.5,128.0,Nvidia,650.8931297709923,Intel,Core i5,7200U
HP,Notebook,15.6,Windows 10,1.86,24988.32,1920,1080,2.0,1.0,Intel,520.0,Intel,Core i3,6006U
Lenovo,Notebook,13.3,Windows 10,1.1,53226.72,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Dell,Ultrabook,13.3,Windows 10,1.21,133146.72,3840,2160,1.8,1.0,Intel,620.0,Intel,Core i7,8550U
MSI,Gaming,15.6,Windows 10,2.8,111834.72,1920,1080,2.8,256.0,Nvidia,1070.0,Intel,Core i7,7700H
Acer,Notebook,15.6,Windows 10,2.23,24988.32,1920,1080,2.2,256.0,AMD,5.0,AMD,A8-Series,7410
Asus,2 in 1 Convertible,11.6,Windows 10,1.1,14652.0,1366,768,1.1,32.0,Intel,500.0,Intel,Celeron,3350
Dell,Notebook,15.6,Windows 10,2.33,44968.32,1920,1080,1.6,128.0,AMD,530.0,Intel,Core i5,8250U
HP,2 in 1 Convertible,13.3,Windows 10,1.29,130482.72,3840,2160,1.8,1.0,Intel,620.0,Intel,Core i7,8550U
Lenovo,Notebook,13.3,Chrome OS,1.45,24503.472,1366,768,1.6,16.0,Intel,510.0,Intel,Celeron,3855U
HP,Notebook,14.0,Windows 10,1.95,52214.4,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Acer,Notebook,11.6,Windows 10,1.4,25840.8,1366,768,1.6,128.0,Intel,405.0,Intel,Pentium,3710
HP,Notebook,14.0,Windows 10,1.48,68837.76,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Lenovo,Notebook,17.3,Windows 10,2.79,31381.92,1600,900,2.5,1.0,Nvidia,650.8931297709923,Intel,Core i5,7200U
Asus,Notebook,14.0,Windows 10,2.0,58288.32,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
HP,Notebook,15.6,Windows 10,2.1,48058.56,1366,768,1.8,1.0,Intel,620.0,Intel,Core i7,8550U
Acer,Notebook,15.6,Windows 10,2.2,35111.52,1366,768,2.7,256.0,AMD,540.0,AMD,unknown,9720P
Lenovo,Notebook,14.0,Windows 10,1.44,15557.76,1366,768,1.1,32.0,Intel,500.0,Intel,Celeron,3350
Acer,Notebook,15.6,Windows 10,8.23,29250.72,1366,768,2.5,1.0,Intel,620.0,Intel,Core i5,7200U
Asus,Ultrabook,15.6,Windows 10,1.7,55938.672,1920,1080,2.7,256.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
HP,Ultrabook,12.5,Windows 10,1.26,71128.8,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Dell,Notebook,15.6,Windows 10,2.06,140605.92,3840,2160,2.8,1.0,Nvidia,1050.0,Intel,Core i7,7700H
MSI,Gaming,17.3,Windows 10,2.7,63882.72,1920,1080,2.8,256.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Toshiba,Notebook,15.6,Windows 10,2.0,50243.04,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Asus,Notebook,14.0,Windows 10,2.0,71075.52,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Lenovo,Notebook,15.6,Windows 10,1.85,23922.72,1920,1080,2.0,1.0,Intel,520.0,Intel,Core i3,6006U
Asus,Gaming,15.6,Windows 10,2.5,53226.72,1920,1080,2.8,256.0,Nvidia,1050.0,Intel,Core i7,7700H
HP,Notebook,14.0,Windows 10,1.48,67559.04,1920,1080,2.6,256.0,Intel,620.0,Intel,Core i5,7300U
HP,Notebook,15.6,Windows 10,1.84,60952.32,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Asus,Notebook,15.6,Linux,2.0,14651.4672,1366,768,1.1,1.0,Intel,500.0,Intel,Celeron,3350
Dell,Notebook,15.6,Windows 10,2.0,60885.72,1920,1080,1.6,256.0,Nvidia,650.8931297709923,Intel,Core i5,8250U
Dell,Notebook,15.6,Linux,2.2,14646.672,1366,768,1.6,500.0,Intel,650.8931297709923,Intel,Celeron,3060
Lenovo,Notebook,15.6,Windows 10,2.2,47898.72,1920,1080,3.6,2.0,AMD,530.0,AMD,unknown,9720P
HP,Notebook,15.6,Windows 10,2.1,38148.48,1920,1080,2.4,1.0,Nvidia,650.8931297709923,Intel,Core i3,7100U
Lenovo,2 in 1 Convertible,13.9,Windows 10,1.4,111834.72,3840,2160,1.8,512.0,Intel,620.0,Intel,Core i7,8550U
Dell,Ultrabook,13.3,Windows 10,1.2,84129.12,1920,1080,1.8,256.0,Intel,620.0,Intel,Core i7,8550U
Lenovo,Gaming,15.6,Windows 10,2.4,60153.12,1920,1080,2.8,256.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
HP,Notebook,14.0,Windows 10,1.44,14865.12,1366,768,1.6,32.0,Intel,400.0,Intel,Celeron,3060
Dell,Ultrabook,15.6,Windows 10,1.88,85672.1088,1920,1080,1.9,512.0,Intel,620.0,Intel,Core i7,8650U
Asus,2 in 1 Convertible,11.6,Windows 10,1.5,19980.0,1366,768,1.1,32.0,Intel,500.0,Intel,Celeron,3350
Dell,Ultrabook,15.6,Windows 10,0.0002,35324.64,1920,1080,1.6,1.0,AMD,530.0,Intel,Core i5,8250U
HP,Notebook,15.6,Windows 10,1.84,69477.12,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
MSI,Gaming,17.3,Windows 10,2.7,75071.52,1920,1080,2.8,128.0,Nvidia,1060.0,Intel,Core i7,7700H
HP,Workstation,15.6,Windows 10,2.6,92615.0256,1920,1080,2.8,256.0,Nvidia,1200.0,Intel,Core i7,7700H
Toshiba,Notebook,15.6,Windows 10,2.4,74751.84,1920,1080,2.5,512.0,Nvidia,650.8931297709923,Intel,Core i7,6500U
Dell,Notebook,15.6,Windows 10,2.02,51729.552,1920,1080,1.8,128.0,AMD,530.0,Intel,Core i7,8550U
Lenovo,Notebook,15.6,No OS,2.2,17155.6272,1366,768,1.1,1.0,Intel,500.0,Intel,Celeron,3350
Dell,Gaming,15.6,Windows 10,2.65,53226.72,1920,1080,2.5,1.0,Nvidia,1050.0,Intel,Core i5,7300H
Dell,Notebook,15.6,Windows 10,2.36,29696.6736,1366,768,2.5,2.0,Intel,620.0,Intel,Core i5,7200U
Dell,Notebook,14.0,Windows 10,1.36,76030.56,1920,1080,2.6,256.0,Intel,620.0,Intel,Core i5,7300U
HP,Notebook,15.6,Windows 10,1.86,23389.92,1366,768,2.0,500.0,Intel,520.0,Intel,Core i3,6006U
Asus,Notebook,14.0,Windows 10,2.0,50349.6,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Notebook,17.3,Windows 10,2.8,38308.32,1600,900,2.5,128.0,Nvidia,650.8931297709923,Intel,Core i5,7200U
HP,Notebook,15.6,Windows 10,1.86,34045.92,1920,1080,2.5,1.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Notebook,15.6,No OS,2.2,26586.72,1366,768,2.0,256.0,Nvidia,650.8931297709923,Intel,Core i3,6006U
HP,Notebook,15.6,Windows 10,2.04,20725.92,1366,768,1.6,2.0,Intel,405.0,Intel,Pentium,3710
Dell,Notebook,17.3,Windows 10,2.8,57808.8,1920,1080,1.6,128.0,AMD,530.0,Intel,Core i5,8250U
Lenovo,Gaming,15.6,No OS,2.4,43103.52,1920,1080,2.5,128.0,Nvidia,1050.0,Intel,Core i5,7300H
Dell,Notebook,15.6,Windows 10,2.33,47898.72,1920,1080,2.7,256.0,AMD,445.0,Intel,Core i7,7500U
HP,Ultrabook,14.0,Windows 10,1.36,93240.0,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Asus,2 in 1 Convertible,15.6,Windows 10,2.26,58554.72,1920,1080,2.7,512.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
Acer,Notebook,15.6,Windows 10,2.1,22697.28,1366,768,3.0,128.0,AMD,5.0,AMD,A9-Series,9420
Asus,Gaming,17.3,Windows 10,3.25,117162.72,1920,1080,3.0,256.0,AMD,580.0,AMD,Ryzen 1,1700
Lenovo,Notebook,17.3,Windows 10,2.6,26053.92,1600,900,2.2,128.0,AMD,5.0,AMD,A8-Series,7410
Dell,2 in 1 Convertible,13.3,Windows 10,1.62,46300.8528,1920,1080,1.8,256.0,Intel,620.0,Intel,Core i7,8550U
HP,Notebook,15.6,Windows 10,1.91,26053.3872,1920,1080,3.0,256.0,AMD,5.0,AMD,A9-Series,9420
Lenovo,Netbook,11.6,Windows 10,1.59,29463.84,1366,768,1.1,128.0,Intel,500.0,Intel,Celeron,3450
Dell,Notebook,15.6,Windows 10,1.8,16463.52,1366,768,1.6,500.0,Intel,400.0,Intel,Celeron,3060
Asus,Notebook,14.0,Windows 10,1.5,15238.08,1366,768,1.1,32.0,Intel,500.0,Intel,Celeron,3350
Acer,Notebook,15.6,Linux,2.4,45074.88,1920,1080,2.8,1.0,Nvidia,1050.0,Intel,Core i7,7700H
HP,Gaming,17.3,Windows 10,3.35,63456.48,1920,1080,2.8,128.0,Nvidia,1050.0,Intel,Core i7,7700H
Lenovo,Notebook,15.6,No OS,1.85,21498.48,1920,1080,2.0,128.0,Intel,520.0,Intel,Core i3,6006U
Asus,Gaming,15.6,Windows 10,2.3,88178.4,1920,1080,2.8,128.0,Nvidia,1060.0,Intel,Core i7,7700H
Lenovo,Notebook,14.0,Windows 10,1.5,58554.72,1920,1080,2.5,256.0,Nvidia,650.8931297709923,Intel,Core i5,7200U
Asus,Ultrabook,13.3,Windows 10,1.1,93181.392,1920,1080,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
Lenovo,Ultrabook,14.0,Windows 10,1.13,121584.96,2560,1440,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
Lenovo,Notebook,13.3,Windows 10,1.5,29250.72,1920,1080,2.4,128.0,Intel,620.0,Intel,Core i3,7100U
Dell,Workstation,15.6,Windows 10,2.23,72940.32,1920,1080,2.6,500.0,AMD,650.8931297709923,Intel,Core i5,6440H
Dell,Workstation,15.6,Windows 10,2.0,113752.8,1920,1080,2.7,256.0,Nvidia,1200.0,Intel,Core i7,6820H
Lenovo,2 in 1 Convertible,14.0,Windows 10,1.42,133679.52,2560,1440,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
Asus,Gaming,17.3,Windows 10,3.0,55357.92,1920,1080,2.8,1.0,Nvidia,1050.0,Intel,Core i7,7700H
Asus,Gaming,17.3,Windows 10,3.0,84768.48,1920,1080,2.8,256.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Acer,Notebook,15.6,Windows 10,2.2,36975.7872,1366,768,1.6,1.0,Nvidia,130.0,Intel,Core i5,8250U
MSI,Gaming,17.3,Windows 10,2.7,71874.72,1920,1080,2.8,256.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Dell,Notebook,15.6,Linux,2.33,41498.1936,1920,1080,2.7,256.0,AMD,445.0,Intel,Core i7,7500U
HP,Ultrabook,15.6,Windows 10,1.91,26586.72,1920,1080,3.0,256.0,AMD,520.0,AMD,A9-Series,9420
Lenovo,Notebook,15.6,Windows 10,2.1,65510.9568,1920,1080,1.8,256.0,AMD,550.0,Intel,Core i7,8550U
Lenovo,Notebook,14.0,Windows 10,1.9,49976.64,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Dell,Workstation,15.6,Windows 10,1.78,144495.36,3840,2160,2.8,256.0,Nvidia,1200.0,Intel,Core i7,7700H
Lenovo,Ultrabook,14.0,Windows 10,1.13,139860.0,2560,1440,2.7,1.0,Intel,620.0,Intel,Core i7,7500U
Lenovo,Notebook,15.6,Windows 10,2.2,16303.68,1366,768,1.1,1.0,Intel,500.0,Intel,Celeron,3350
Asus,Gaming,17.3,Windows 10,2.9,81465.12,1920,1080,2.8,256.0,Nvidia,1050.0,Intel,Core i7,7700H
Lenovo,Notebook,25.6,Windows 10,2.1,60978.96,1920,1080,1.6,256.0,AMD,550.0,Intel,Core i5,8250U
Acer,Notebook,15.6,Linux,2.5,46833.12,1920,1080,2.8,256.0,Nvidia,1050.0,Intel,Core i7,7700H
MSI,Gaming,17.3,Windows 10,2.8,119826.72,1920,1080,2.8,256.0,Nvidia,1070.0,Intel,Core i7,7700H
Asus,Ultrabook,14.0,Windows 10,1.1,99793.44,1920,1080,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
Toshiba,Ultrabook,13.3,Windows 10,1.2,93080.16,1920,1080,2.5,512.0,Intel,520.0,Intel,Core i7,6500U
Dell,Ultrabook,14.0,Windows 10,1.36,89510.4,1920,1080,2.8,512.0,Intel,650.8931297709923,Intel,Core i7,7600U
Lenovo,Notebook,35.6,Windows 10,2.2,21791.52,1920,1080,2.0,500.0,Intel,520.0,Intel,Core i3,6006U
Lenovo,Notebook,11.6,Windows 10,1.15,16221.096,1366,768,1.1,32.0,Intel,500.0,Intel,Celeron,3350
Lenovo,Workstation,15.6,Windows 10,2.67,102564.0,1920,1080,2.8,512.0,Nvidia,1200.0,Intel,Core i7,7700H
Lenovo,Ultrabook,14.0,Windows 10,1.7,103523.04,2560,1440,2.8,512.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
HP,Notebook,15.6,Windows 10,2.1,24988.32,1920,1080,2.0,1.0,AMD,520.0,Intel,Core i3,6006U
Acer,2 in 1 Convertible,13.3,Windows 10,1.6,42038.4528,1920,1080,2.5,256.0,Intel,520.0,Intel,Core i7,6500U
Asus,2 in 1 Convertible,13.3,Windows 10,1.27,49443.84,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Dell,Notebook,15.6,Linux,2.3,31909.392,1920,1080,2.5,256.0,AMD,430.0,Intel,Core i5,7200U
Dell,Notebook,13.3,Windows 10,1.65,36709.92,1366,768,2.0,128.0,Intel,520.0,Intel,Core i3,6006U
HP,Ultrabook,14.0,Windows 10,1.43,79920.0,1920,1080,2.5,256.0,Intel,520.0,Intel,Core i7,6500U
Dell,Notebook,15.6,Windows 10,2.14,28768.536,1366,768,2.5,1.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Ultrabook,14.0,Windows 10,1.75,64755.4464,1920,1080,1.8,256.0,AMD,550.0,Intel,Core i7,8550U
Lenovo,2 in 1 Convertible,15.6,Windows 10,2.0,101178.72,3840,2160,2.8,512.0,Nvidia,1050.0,Intel,Core i7,7700H
Chuwi,Notebook,12.3,Windows 10,1.4,23922.72,2736,1824,1.1,64.0,Intel,500.0,Intel,Celeron,3450
HP,Notebook,15.6,Windows 10,2.31,76030.56,1920,1080,2.9,256.0,Intel,630.0,Intel,Core i7,7820H
Asus,Notebook,35.6,Linux,2.3,31808.16,1920,1080,2.4,1.0,Nvidia,650.8931297709923,Intel,Core i3,7100U
Dell,Gaming,27.3,Windows 10,4.42,149130.72,2560,1440,2.9,256.0,Nvidia,1070.0,Intel,Core i7,7820H
Dell,Gaming,15.6,Windows 10,2.62,61751.52,1920,1080,2.8,128.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Dell,Notebook,15.6,Windows 10,2.02,60867.072,1920,1080,1.8,256.0,AMD,530.0,Intel,Core i7,8550U
Dell,Ultrabook,14.0,Linux,1.6,58554.72,1920,1080,2.8,256.0,Intel,620.0,Intel,Core i7,7600U
HP,Gaming,17.3,Windows 10,3.35,106506.72,1920,1080,2.8,256.0,Nvidia,1070.0,Intel,Core i7,7700H
Mediacom,2 in 1 Convertible,11.6,Windows 10,1.16,15930.72,1920,1080,1.1,32.0,Intel,500.0,Intel,Celeron,3350
Samsung,Netbook,11.6,Chrome OS,1.15,14332.32,1366,768,1.6,16.0,Intel,400.0,Intel,Celeron,3060
Lenovo,Notebook,13.3,Windows 10,1.4,53812.8,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Lenovo,Notebook,14.0,Windows 10,1.7,31914.72,1920,1080,2.7,128.0,Intel,620.0,Intel,Core i3,7130U
Lenovo,Workstation,15.6,Windows 10,2.3,130269.6,3840,2160,2.8,512.0,Nvidia,650.8931297709923,Intel,Core i7,7600U
